id,slug,name,category,subcat,address,phone,tags,recommended,editorial,images
TCL-0166,nameless-alteration,無名修改衣服店,生活服務,衣物修改,宜蘭縣頭城鎮城東里和平東路39號,暫無,衣物修改｜無招牌,,就在啤咖酒隔壁，沒有招牌，不特別說很容易錯過。改褲頭、換鬆緊帶、改褲子長度都沒問題。,assets/images/nameless-alteration-1.webp
TCL-0167,xinchang-alteration,欣倡 修改衣服／免洗餐具,生活服務,衣物修改／免洗餐具,宜蘭縣頭城鎮城東里沙成路8號,03-977-2337,衣物修改｜免洗餐具｜電話預約,,Google Maps 上沒有，小小的家庭式店面。可買各種免洗餐具，也提供改褲頭、換鬆緊帶、修改褲長等衣物修改服務，可先打電話預約。,assets/images/xinchang-alteration-1.webp
TCL-0168,xiuhui-tailor,秀惠裁縫,生活服務,衣物修改／裁縫,宜蘭縣頭城鎮新建里開蘭東路53號,03-977-4706,衣物修改｜裁縫｜藍染,,修改衣服、改褲頭、換鬆緊帶、修改褲子長度等衣物修改服務；店內還有老闆娘的藍染作品。,assets/images/xiuhui-tailor-1.webp
TCL-0169,jin-feng-drinks,錦豐飲料店,飲料,飲料／冰沙／咖啡,宜蘭縣頭城鎮大坑里協天路638號,0983-802-882,飲料｜冰沙,,大坑里協天路上的在地飲料店，飲品、冰沙與咖啡都有。,assets/images/jin-feng-drinks-1.webp｜assets/images/jin-feng-drinks-2.webp｜assets/images/jin-feng-drinks-3.webp
TCL-0170,qingxin-toucheng,清心福全 頭城青雲店,飲料,手搖飲,宜蘭縣頭城鎮新建里青雲路三段50號,03-977-7230,手搖飲｜連鎖飲料,,頭城青雲路上的清心福全門市。,assets/images/qingxin-toucheng-1.webp｜assets/images/qingxin-toucheng-2.webp｜assets/images/qingxin-toucheng-3.webp
TCL-0171,hand-sauce-rougeng,手醬肉焿,小吃,肉焿／早餐午餐,宜蘭縣頭城鎮城西里西一巷1號,0970-717-178,小吃｜早餐,肉焿｜自製辣醬,頭城早餐一天的開始也可以選肉焿，也是午餐的好選擇！拜託一定要加他們自製辣醬。,assets/images/hand-sauce-rougeng-1.webp｜assets/images/hand-sauce-rougeng-2.webp｜assets/images/hand-sauce-rougeng-3.webp
TCL-0172,yes-chain-pharmacy,佑全保健藥妝-頭城青雲藥局,醫療照護,藥局／保健藥妝,宜蘭縣頭城鎮城東里青雲路三段196-200號,03-977-1837,藥局｜保健藥妝,,頭城最大三連間的開架式藥局，還有專業藥師讓你問到飽！,assets/images/yes-chain-pharmacy-1.webp｜assets/images/yes-chain-pharmacy-2.webp｜assets/images/yes-chain-pharmacy-3.webp
TCL-0173,coco-toucheng,CoCo都可 頭城店,飲料,手搖飲,宜蘭縣頭城鎮城東里青雲路三段169號,03-977-0149,手搖飲｜連鎖飲料,,頭城青雲路上的 CoCo 都可門市。,assets/images/coco-toucheng-1.webp｜assets/images/coco-toucheng-2.webp｜assets/images/coco-toucheng-3.webp
TCL-0174,dingfu,鼎福小館,餐廳,家常菜／快炒桌菜,宜蘭縣頭城鎮城東里青雲路三段202號,03-977-8323,家常菜｜快炒｜桌菜,炒飯,青雲路上各有特色的家常桌菜快炒店，炒飯是一定要點的；過年期間還有桌菜可以打包回家。,assets/images/dingfu-1.webp｜assets/images/dingfu-2.webp｜assets/images/dingfu-3.webp
TCL-0175,raintown-cafe,蘭城雨啡 RainTownCafe,咖啡,咖啡／甜點,宜蘭縣頭城鎮城南里和平街68號,03-977-0255,業主為女性的商家｜頭城老街｜咖啡｜甜點,咖啡｜甜點,頭城老街南門段中難得有營業的店家，遠遠就能聞到咖啡香氣。,assets/images/raintown-cafe-1.webp｜assets/images/raintown-cafe-2.webp｜assets/images/raintown-cafe-3.webp
TCL-0176,bo-coffee-roaster-2,洄城咖啡,咖啡,咖啡／甜點／鹹派,宜蘭縣頭城鎮城西里吉祥路44號,暫無資料,咖啡｜提拉米蘇｜鹹派｜舒適空間,提拉米蘇｜鹹派,適合坐下來小憩的咖啡店，咖啡選擇不少，提拉米蘇味道濃郁，還有較少見的鹹派。店內空間舒適，從擺設到植物都看得出老闆的小巧思，是間讓人待起來很放鬆的咖啡店。,assets/images/bo-coffee-1.webp｜assets/images/bo-coffee-2.webp｜assets/images/bo-coffee-3.webp
TCL-0177,pal-coffee,pal coffee,咖啡,咖啡／早午餐,宜蘭縣頭城鎮吉祥路9-1號,0908-022-073,咖啡｜衝浪客｜任天堂｜看火車,咖啡,吉祥路上的 pal coffee，是不少衝浪客喜歡聚集的咖啡店。它和洄城咖啡其實只隔了一個平交道；二樓還有懷舊任天堂遊戲機，可以喝咖啡、玩遊戲，也可以坐著看火車從頭城經過。,assets/images/pal-coffee-1.webp｜assets/images/pal-coffee-2.webp｜assets/images/pal-coffee-3.webp
TCL-0178,kf-coffee,KF COFFEE,咖啡,自家烘焙／咖啡,宜蘭縣頭城鎮城西里開蘭路85之4號,0972-440-345,自家烘焙｜咖啡｜早午餐,拿鐵咖啡,首推拿鐵咖啡，自家烘焙是店裡的一大特色。還可以點隔壁早餐店的餐點進來配咖啡，一次解決早餐和咖啡，超級方便。店內空間舒服，洗手間也維持得非常乾淨。,assets/images/kf-coffee-1.webp｜assets/images/kf-coffee-2.webp｜assets/images/kf-coffee-3.webp
TCL-0179,treasure-of-joy,兌藏人文藝術咖啡館 Treasure of Joy,咖啡,人文藝術咖啡館,宜蘭縣頭城鎮城東里和平街145號,03-977-7389,暫時關閉｜頭城老街｜人文藝術｜咖啡,,位在頭城老街北門福德祠旁，藍色門面、滿屋植栽與老屋空間，是和平街上很有辨識度的一間人文咖啡館。雖然目前暫時關閉，但這樣一間曾經為頭城老街帶來咖啡、人文與藝術氣息的空間，我們希望仍把它留在「頭城生活中」。,assets/images/treasure-of-joy-1.webp｜assets/images/treasure-of-joy-2.webp｜assets/images/treasure-of-joy-3.webp
TCL-0180,adan-taro-milk,阿丹芋頭牛奶冰沙,飲料,芋頭牛奶冰沙／冰品,宜蘭縣頭城鎮城西里纘祥路14-1號,暫無資料,飲料｜點心｜冰沙｜芋頭,芋頭牛奶冰沙,頭城想喝芋頭牛奶冰沙，這間是在地開了不少年的老選擇。主打大杯 700cc，芋頭打成冰沙後仍保留一些果肉口感，不只是單純喝到芋頭香。天氣熱時來上一杯，很有頭城街邊老店的味道。,assets/images/adan-taro-1.webp｜assets/images/adan-taro-2.webp｜assets/images/adan-taro-3.webp
TCL-0181,landhome-clinic,仁宏診所,醫療照護,診所／大腸鏡檢查,宜蘭縣頭城鎮城北里纘祥路79-2號,03-977-6568,診所｜大腸鏡｜痔瘡相關治療｜LGBTQ+ 友善空間,,頭城少數提供大腸鏡檢查的診所，也有痔瘡相關治療。檢查前會提供準備說明，門診與麻醉評估流程說明仔細；若有相關需求，可把仁宏列入頭城在地就醫選擇之一。實際檢查方式與術前準備仍以診所醫療人員評估及指示為準。,assets/images/landhome-clinic-1.webp｜assets/images/landhome-clinic-2.webp｜assets/images/landhome-clinic-3.webp
TCL-0182,fubao-donut,FuBaoDonut現烤甜甜圈,點心,現烤甜甜圈,宜蘭縣頭城鎮城南里沙成路81號,0965-463-978,現烤甜甜圈｜可先LINE預訂,原味｜奶酥｜巧克力｜花生｜抹茶｜巧克力棉花糖｜起司｜香蒜｜開心果,現烤甜甜圈，可先用官方 LINE 預訂，減少現場等候時間。限定口味與優惠依店家當日公告為準。,assets/images/fubao-donut-1.webp｜assets/images/fubao-donut-2.webp｜assets/images/fubao-donut-3.webp
TCL-0183,just-charming,就是茶米手搖飲,飲料,現泡茶飲／水果特調,宜蘭縣頭城鎮城南里沙成路83號,0982-902-421,LGBTQ+ 友善空間｜女性業主｜手搖飲,紅心芭樂檸檬綠茶｜梅果綠茶,提供現泡茶飲與水果特調，紅心芭樂檸檬綠茶、梅果綠茶是熱門選擇。與 FuBaoDonut 是鄰居，兩間中間只隔一條小巷子。,assets/images/just-charming-1.webp｜assets/images/just-charming-2.webp｜assets/images/just-charming-3.webp
TCL-0184,historic-street-79,老街麻辣,餐廳,麻辣火鍋,宜蘭縣頭城鎮城南里沙成路79號,03-977-6909,火鍋｜晚餐｜看球賽,,老闆一個人掌控內外場，店內裝潢也多由老闆親手打造。火鍋可以依需求調整，也可以一邊吃鍋一邊看球賽。,assets/images/historic-street-79-1.webp｜assets/images/historic-street-79-2.webp｜assets/images/historic-street-79-3.webp
TCL-0185,laojia-pie,老家餡餅 - 頭城店,小吃,餡餅／攤車,宜蘭縣頭城鎮城南里沙成路73號,0933-233-003,攤車｜三代傳承｜多語菜單,豬肉餡餅｜牛肉餡餅｜韭菜餡餅｜高麗菜餡餅,不是店面，而是沙成路上一個小小的餡餅攤車。最早由一對老夫妻經營，後來第二代加入，現在連第三代小朋友也會來當小幫手。菜單還有英文、日文等多語標示。,assets/images/laojia-pie-1.webp｜assets/images/laojia-pie-2.webp｜assets/images/laojia-pie-3.webp
TCL-0186,wow-tea-toucheng,哇茶！ 頭城店,飲料,地方手搖飲,宜蘭縣頭城鎮城南里沙成路75號,03-977-2586,地方飲料店｜手搖飲｜特色口味,,有趣的地方型飲料店，飲品選擇不少，也有一些不同於常見連鎖手搖店的特色口味。,assets/images/wow-tea-toucheng-1.webp｜assets/images/wow-tea-toucheng-2.webp｜assets/images/wow-tea-toucheng-3.webp
TCL-0187,seven-mouths-toucheng,七嘴八舌頭城店,小吃,滷味／晚餐,宜蘭縣頭城鎮沙成路69號,0989-707-914,滷味｜晚餐｜學生常客｜客製煮法｜有廁所｜有冷氣,,食材種類多，青菜葉菜類幾乎都是有機的，煮法可以依喜好調整。小辣就已經頗辣；學生客群多，不想久候可避開下午四、五點放學時段。還可以和隔壁無名乾麵攤跨店合點，老闆會幫忙送進店裡，但仍各自結帳。,assets/images/seven-mouths-toucheng-1.webp｜assets/images/seven-mouths-toucheng-2.webp｜assets/images/seven-mouths-toucheng-3.webp
TCL-0188,toucheng-japanese-snack,頭城日式料理小吃,餐廳,日式料理,宜蘭縣頭城鎮開蘭路114號1樓,03-977-5320,日式料理｜拉麵｜壽司｜關東煮,,大家好，我是頭城日式料理小吃 BOSS 曹小城，來自宜蘭頭城。本店位於頭城火車站與頭城老街附近，將日式料理的細膩與台式美食的溫暖融合成自己的味道。店內主要提供拉麵、招牌肉燥飯、各式壽司、手捲、生魚片、關東煮與沙拉；其中以薯泥包製的手捲是店內特色，一年四季也都有關東煮。一路走來，我們始終堅持每日現做，從食材挑選、料理準備到餐點製作都用心把關。對我們而言，美食不只是填飽肚子，更是一份人情味與陪伴。無論一個人用餐、好友相聚或一家大小來吃飯，都希望大家能吃得開心、吃得滿足、吃得飽飽，再帶著笑容回家。客人的肯定與再次光臨，就是我們持續把每一道料理做好最大的動力。來到頭城，歡迎到《頭城日式料理小吃》坐坐，讓我們用熱騰騰的料理與真誠服務招待每一位朋友。,assets/images/toucheng-japanese-snack-1.webp｜assets/images/toucheng-japanese-snack-2.webp｜assets/images/toucheng-japanese-snack-3.webp
TCL-0189,wushi-harbor-plumbing,烏石港水電行,居家修繕,水電工程,宜蘭縣頭城鎮城南里沙成路21號,03-977-2365,水電｜居家修繕｜小型工程,,家中小小的水電工程問題，可以先打電話跟阿牛師傅約時間處理。家裡用了25年的馬桶整個換新、新拉燈座，也都是請他協助。,assets/images/wushi-harbor-plumbing-1.webp｜assets/images/wushi-harbor-plumbing-2.webp
TCL-0190,yuanbao-breakfast,元堡早餐,餐廳,早餐,宜蘭縣頭城鎮城東里民鋒路78-1號,03-977-7606,早餐｜蛋餅｜鐵板麵｜奶茶,蛋餅｜鐵板麵｜奶茶,特色是蛋餅、鐵板麵和奶茶。店內乾淨舒適、有冷氣，價格實惠。,assets/images/yuanbao-breakfast-1.webp｜assets/images/yuanbao-breakfast-2.webp｜assets/images/yuanbao-breakfast-3.webp
TCL-0191,jingoodwheat,勁好麥烘焙,點心,烘焙甜點,宜蘭縣頭城鎮大坑里協天路563號,0988-652-210,烘焙｜蛋糕｜麵包｜客製蛋糕,客製蛋糕｜麵包,老闆是台北學成返鄉的蛋糕師傅，烏石港遊艇糕點和麵包都難不倒他。蛋糕可以客製化，也願意配合緊急訂單；店內還有有趣的值星帶可以買。,assets/images/jingoodwheat-1.webp｜assets/images/jingoodwheat-2.webp｜assets/images/jingoodwheat-3.webp
TCL-0192,zhen-zhou-dao,珍粥到廣東粥,小吃,粥品,宜蘭縣頭城鎮城南里沙成路63之3號,03-977-9888,廣東粥｜粥品｜寶寶粥,廣東粥｜寶寶粥,頭城相當少有的粥類店面，也可以客製化煮成寶寶粥；身體不舒服、想吃清淡一點時，也是很實用的應急餐點。,assets/images/zhen-zhou-dao-1.webp｜assets/images/zhen-zhou-dao-2.webp｜assets/images/zhen-zhou-dao-3.webp
TCL-0193,lao-zhang-breakfast,老張早餐吧,餐廳,早餐／早午餐,宜蘭縣頭城鎮城南里和平街92號,0928-075-749,早餐｜早午餐｜老宅｜飯糰,黑豬飯糰,05:00就會有觀光客來排隊用餐的早餐店，可以在頭城老宅中吃一頓漂亮的早午餐。有吃一個就會讓你碳暈到下午的黑豬飯糰！,assets/images/lao-zhang-breakfast-1.webp｜assets/images/lao-zhang-breakfast-2.webp｜assets/images/lao-zhang-breakfast-3.webp
TCL-0194,pianxin-bookstore,偏心書店／蔧集空間,生活服務,獨立書店／複合空間,宜蘭縣頭城鎮城南里沙成路85號1樓,暫無資料,書店｜講座｜活動｜課程｜卡牌｜TRPG｜教育諮詢,,超乎想像的斜槓書店：有想法的選書、特調飲料、精選點心、誠品般的氛圍、貼心的老闆與多變化的店長；意想不到的，還有卡牌、TRPG及教育諮詢。講座、活動、課程採預約報名制，偏心書院試辦中。營業時間請洽臉書粉絲團。,assets/images/pianxin-bookstore-1.webp｜assets/images/pianxin-bookstore-2.webp｜assets/images/pianxin-bookstore-3.webp
TCL-0195,zhengxiang-soup-dumplings,蒸香湯包,小吃,湯包／燒賣,宜蘭縣頭城鎮城東里開蘭路114號,0989-310-977,湯包｜燒賣｜三星蔥,三星蔥湯包,店內特色是「三星蔥湯包」。另有魚翅餃、港式燒賣等品項。,assets/images/zhengxiang-soup-dumplings-1.webp｜assets/images/zhengxiang-soup-dumplings-2.webp｜assets/images/zhengxiang-soup-dumplings-3.webp
TCL-0210,xunen-plumbing-electric,勛恩水電工程行,居家修繕,水電工程,地址請洽店家,0910-664-091,水電維修｜裝修工程｜燈飾照明｜衛浴設備｜監控系統,,林坤輝（阿輝）師傅提供室內配線（屋內裝修）、自來水配管、用電設備檢驗，以及水電維修、裝修工程、燈飾照明、衛浴設備與監控系統等服務。具室內配線乙級、自來水配管丙級與用電設備檢驗丙級技術士資格；LINE ID：djpcjo。名片中的 LINE QR Code 已保留於照片，可直接掃描聯絡。,assets/images/xunen-plumbing-electric-1.webp｜assets/images/xunen-plumbing-electric-2.webp
TCL-0211,pingtouge-hair,平頭哥髮院,生活服務,理髮,宜蘭縣頭城鎮城東里和平街110號,03-978-0303,理髮｜百元理髮｜家庭式,百元理髮,2026 年在頭城還能用新台幣 100 元理髮的店，大概就屬這間最有代表性。沒有醒目的招牌，也沒有很酷的裝潢，就是很純粹的家庭式理髮店，但老闆的用心很容易感受到。從 1 歲的小朋友到 80 歲的長輩都能剪，是不少頭城在地人的日常選擇。,assets/images/pingtouge-hair-1.webp
TCL-0212,kailan108-buying,頭城－開蘭108美式賣場代購,生活服務,美式賣場代購,宜蘭縣頭城鎮城南里開蘭路108號,0935-556-532,美式賣場｜代購｜線上訂購｜現場取貨,,外縣市有大型美式賣場的朋友可能很難理解：宜蘭為什麼會需要這種代購服務？原因很單純——宜蘭沒有 Costco。或者只是懶得為了買一樣東西專程跑一趟，更怕原本只想買 A，最後莫名其妙扛著 BCDEFG 回家。這裡可以先線上訂購，貨到了再到店取貨，碰上優惠時說不定還能撿到折扣。,assets/images/kailan108-buying-1.webp
TCL-0213,old-junior-high-breakfast,頭城舊國中無名早餐店,小吃,早餐,宜蘭縣頭城鎮城西里開蘭路8號,0932-358-735,早餐｜蛋餅｜肉圓｜咖啡牛奶｜老店,現擀現煎蛋餅｜蒸肉圓｜特調咖啡牛奶,沒有招牌，也沒有店名，但很多以前的頭城國中學生都知道這一家。1995 年以前就已經存在，蛋餅現擀現煎，淋上店家特製甜辣醬和醬油；蒸肉圓加上筍絲，QQ 的外皮也搭同一款醬料。咖啡牛奶是店家特調。對以前在附近上學的人來說，這裡賣的不只是早餐，也是學生時代的一小段日常。,assets/images/old-junior-high-breakfast-1.webp｜assets/images/old-junior-high-breakfast-2.webp｜assets/images/old-junior-high-breakfast-3.webp
TCL-0214,toucheng-mian-gao-jian,頭城麵糕煎,點心,麵糕煎,宜蘭縣頭城鎮城東里開蘭路140號,0918-843-566,麵糕煎｜老攤｜第二代｜攤車,麵糕煎,一台攤車、一種品項，就這樣賣了好多年。攤車的年紀據說和現在頭城商場的建築物一樣大，如今由第二代接手經營。這裡不用研究菜單，主角就只有麵糕煎。最好吃的時候，是剛好等到新鮮出爐；熱呼呼拿在手上，一塊吃完很容易開始想第二塊。高雄表妹每次回頭城，都一定要吃上一塊才過癮。,assets/images/toucheng-mian-gao-jian-1.webp｜assets/images/toucheng-mian-gao-jian-2.webp｜assets/images/toucheng-mian-gao-jian-3.webp
TCL-0215,lai-family-noodles,賴氏呷麵,小吃,麵食,宜蘭縣頭城鎮城北里開蘭路167號,03-977-3289,麵食｜炸醬麵｜滷肉飯｜韓國拉麵,炸醬麵｜滷肉飯｜鍋燒麵,從傳統的炒麵、炸醬麵、肉燥乾麵、沙茶乾麵、滷肉飯，到餛飩湯麵、貢丸湯麵、肉焿、魷魚焿、羊肉焿都有；想換個口味，也有韓國拉麵與原味、沙茶、泡菜鍋燒麵可以選。店面乾淨明亮，從早上一路營業到晚餐時間，是想簡單吃碗麵、吃頓飯時很容易走進去的一間頭城日常小吃店。,assets/images/lai-family-noodles-1.webp｜assets/images/lai-family-noodles-2.webp｜assets/images/lai-family-noodles-3.webp
TCL-0216,toucheng-oyster-omelet,頭城老店蚵仔煎,小吃,蚵仔煎,宜蘭縣頭城鎮城西里纘祥路33號,03-977-0512,蚵仔煎｜米糕｜乾麵｜肉羹｜老店,蚵仔煎｜米糕｜肉羹,現在要在頭城鎮上找蚵仔煎，好像就剩這一家了。從以前一盤新台幣 30 元的年代一路吃到現在，小時候吃過之後大概就產生了某種「母鳥效應」——總覺得蚵仔煎就是要長這個樣子、吃起來是這個味道，才叫蚵仔煎。這裡也不只有蚵仔煎，米糕、乾麵、肉羹都是可以一起點的老派組合。,assets/images/toucheng-oyster-omelet-1.webp｜assets/images/toucheng-oyster-omelet-2.webp｜assets/images/toucheng-oyster-omelet-3.webp
TCL-0217,jia-hong-beef-noodles,家宏牛肉麵,餐廳,牛肉麵／炒飯炒麵,宜蘭縣頭城鎮新建里青雲路三段26號,03-977-6745,牛肉麵｜炒飯｜炒麵｜第二代｜老店,牛肉麵｜炒飯｜炒麵,現在也是第二代經營。除了牛肉麵，炒飯、炒麵更是好吃！菜單另有牛肉泡河粉、牛肉燴飯、肉絲炒麵、肉絲炒河粉、榨菜肉絲麵，以及多種熱炒、湯類與小菜，是午餐、晚餐都很實在的頭城老店。,assets/images/jia-hong-beef-noodles-1.webp｜assets/images/jia-hong-beef-noodles-2.webp｜assets/images/jia-hong-beef-noodles-3.webp
TCL-0218,house-double-brunch,好室成雙,餐廳,早午餐,宜蘭縣頭城鎮大坑里文化路182號,0909-543-939,早午餐｜LGBTQ+ 友善空間｜女性業主｜重劃區,早午餐盤,位在頭城重劃區裡的一間舒服早午餐店，店面明亮乾淨，從餐點到空間都有自己的風格。餐點以早午餐盤為主，可以吃到煙燻豬肉、鴨賞、明太子、煙燻鮭魚等不同搭配。店家同時是 LGBTQ+ 友善空間，也是女性業主經營的商家，適合想找一間舒服坐下來吃早午餐、慢慢聊聊天的地方。,assets/images/house-double-1.webp｜assets/images/house-double-2.webp｜assets/images/house-double-3.webp
TCL-0219,toucheng-soymilk-shop,頭城豆漿店,餐廳,早餐／宵夜,宜蘭縣頭城鎮城南里青雲路三段127號,03-977-1160,豆漿｜鍋貼｜煎包｜飯糰｜宵夜早餐｜衝浪補給,鍋貼｜煎包｜飯糰,除了便利商店，這大概是整個頭城半夜三點還能找到熱食的少數店面之一。我最喜歡鍋貼與煎包；高中通勤時，阿嬤也常買他們家的飯糰給我。對衝浪客來說，這裡也是下水前很好用的補給點，不管半夜、清晨，還是剛起床想找一份熱食早餐，都很方便。,assets/images/toucheng-soymilk-1.webp｜assets/images/toucheng-soymilk-2.webp｜assets/images/toucheng-soymilk-3.webp
TCL-0220,comebuy-toucheng,COMEBUY 宜蘭頭城店,飲料,手搖飲,宜蘭縣頭城鎮城東里青雲路三段226號,03-977-9913,手搖飲｜奶茶｜鮮調果茶｜無咖啡因,,頭城青雲路上的連鎖手搖飲店，品項從奶茶、鮮調果茶到無咖啡因飲品都有，選擇很多。每天固定營業到晚上 8:30，想買杯飲料帶走很方便。,assets/images/comebuy-toucheng-1.webp｜assets/images/comebuy-toucheng-2.webp
TCL-0221,deantang-herbal-pharmacy,德安堂藥房,醫療照護,中藥房,宜蘭縣頭城鎮城西里開蘭路16號,03-977-3668,中藥房｜抓藥｜防蚊包｜百年謝籃｜手寫藥帖,,德安堂不只是買藥、抓藥的地方，也保存著一段頭城老藥房的生活記憶。淑真姐會帶著孩子實際抓藥、製作防蚊包，讓原本看起來有些距離的中藥文化，變成可以親手接觸的生活體驗。店裡還保存祖輩傳下來的手寫藥帖，以及百年謝籃的故事，對孩子來說是認識傳統藥房的機會，對大人來說，也能重新看見一間老店累積下來的地方記憶。,assets/images/deantang-herbal-1.webp｜assets/images/deantang-herbal-2.webp｜assets/images/deantang-herbal-3.webp
TCL-0222,clothing-shop-cold-noodles,假裝是服飾店的涼麵店,小吃,涼麵,宜蘭縣頭城鎮城西里開蘭路35號,03-977-3123,涼麵｜限量｜蒜味｜辣味｜團購,涼麵,外觀看起來根本就是服飾店，但裡面真的有賣涼麵。第一次來可能會在門口懷疑人生，不過不用怕，勇敢走進去跟老闆或老闆娘說「我要買涼麵」就對了。涼麵以團購為主要生意，數量有限，建議早點來，下午很容易就賣光。醬料是很道地的台式口味，蒜味是真的有蒜味，辣味也是真的有辣；蒜味版本吃完之後，女朋友或太太可能兩天都不太想跟你親嘴——這句是稱讚。店門口還有一個咖啡小攤，找到它就代表你沒有走錯地方。,assets/images/clothing-shop-cold-noodles-1.webp｜assets/images/clothing-shop-cold-noodles-2.webp
TCL-0223,beginner-redbean-cake-toucheng,初心紅豆餅－頭城店,點心,紅豆餅／豆花,宜蘭縣頭城鎮城東里民鋒路6-7號,0981-881-427,紅豆餅｜豆花｜米粉羹｜限量,紅豆餅｜豆花｜古早味米粉羹,雖然名字叫「初心紅豆餅」，但這裡不只是紅豆餅。各種口味的紅豆餅餡料都很飽滿之外，店內還有頭城比較少見、而且數量有限的古早味米粉羹，另外也有料給得很實在的豆花。想吃甜的可以選紅豆餅或豆花，想來點鹹的就看看當天米粉羹還有沒有。算是一間名字很單純，但實際上比想像中更有內容的小店。,assets/images/beginner-redbean-cake-1.webp｜assets/images/beginner-redbean-cake-2.webp｜assets/images/beginner-redbean-cake-3.webp
TCL-0224,aizawa-chanti-liquor-fashion,愛澤香緹洋酒服飾店,生活服務,服飾／生活選物,宜蘭縣頭城鎮青雲路三段158號,,女性服飾｜鞋類｜紅酒｜白酒｜洋酒,,青雲路上一間少見的複合型店面，把女性服飾、鞋類與紅白酒、洋酒放在同一個空間裡。店內不是單純的服飾店，也不是傳統酒類專賣店，而是把穿搭與生活選物結合在一起，形成很有自己風格的店面。,assets/images/aizawa-chanti-1.webp｜assets/images/aizawa-chanti-2.webp｜assets/images/aizawa-chanti-3.webp
TCL-0225,xiangnei-vegetarian,巷內蔬齋,小吃,素食,宜蘭縣頭城鎮拔雅里東五巷4號,0958-226-968,素食｜便當｜炒麵｜炒米粉｜紅燒湯,素食便當｜炒麵｜炒米粉,藏在東五巷裡的素食小店，主打日常、實在的蔬食餐點。除了白米便當、黃米便當，也有炒麵、炒米粉、素羹、素羹麵，以及紅燒湯、紅燒麵等選擇。如果想在頭城找一餐簡單、不花俏的素食，這間就是很實用的選擇。,assets/images/xiangnei-vegetarian-1.webp｜assets/images/xiangnei-vegetarian-2.webp｜assets/images/xiangnei-vegetarian-3.webp
TCL-0226,hean-vegetarian,禾安素食坊｜越南素食料理,小吃,越南素食料理,宜蘭縣頭城鎮城西里開蘭路12號,03-977-9967,素食｜越南料理｜米線｜法國麵包,越南素食料理｜米線｜法國麵包,開蘭路上的素食小店，除了台式素食，也能吃到很有特色的越南素食料理。從米線、湯麵到法國麵包，都有和一般素食店不太一樣的選擇。想吃素，但又不想每天都是相同的便當或傳統素食，這間會是很有變化的一個選擇。,assets/images/hean-vegetarian-1.webp｜assets/images/hean-vegetarian-2.webp｜assets/images/hean-vegetarian-3.webp
TCL-0227,zhenjia-vegetarian,珍佳素食,小吃,素食,宜蘭縣頭城鎮城北里沙成路44號,03-977-0703,素食｜素食麵｜素食飯｜素食小菜,,沙成路上的素食小店，主打日常、實在的素食餐點。從麵、飯到各式小菜都有，想簡單吃一餐很方便。店內餐點偏傳統台式素食路線，選擇不少，也很適合想找一份不複雜、能直接吃飽的素食餐點。,assets/images/zhenjia-vegetarian-1.webp｜assets/images/zhenjia-vegetarian-2.webp｜assets/images/zhenjia-vegetarian-3.webp
TCL-0228,miaokou-vegetarian,廟口素食,小吃,素食,宜蘭縣頭城鎮城東里和平街100號,03-977-7168,素食｜素食臭豆腐｜現炸｜素食飯麵,現炸素食臭豆腐,和平街上的素食小店，除了飯麵類，還有很有特色的現炸素食臭豆腐。現點現炸，外層酥、裡面保有豆腐口感，再配上泡菜，很值得專程來吃。如果想在頭城找一間可以吃飽、又有招牌特色的素食店，這間會是很實用的選擇。,assets/images/miaokou-vegetarian-1.webp｜assets/images/miaokou-vegetarian-2.webp｜assets/images/miaokou-vegetarian-3.webp
TCL-0229,kakahong,Kakahong 卡卡紅,咖啡,咖啡／甜點,宜蘭縣頭城鎮新建里開蘭東路34號,,千層蛋糕｜咖啡｜甜點｜LGBTQ+ 友善空間｜女性業主｜浪人聚集｜老屋,千層蛋糕｜咖啡｜其他飲品,開蘭東路上的白磚老屋咖啡店，空間帶著舒服的老屋感，也是附近浪人們容易聚在一起放鬆聊天的地方。店內的千層蛋糕、咖啡與其他飲品都很有特色，親人的店狗也常成為客人記住這裡的原因之一。附近停車相對方便，適合午後坐下來慢慢喝杯咖啡、吃個甜點。,assets/images/kakahong-1.webp｜assets/images/kakahong-2.webp｜assets/images/kakahong-3.webp｜assets/images/kakahong-4.webp
TCL-0230,junkfood-lovefood,匠客福,餐廳,早午餐／午餐,宜蘭縣頭城鎮新建里開蘭東路36號,0900-644-818,漢堡｜飯食｜海鮮｜雞肉｜牛肉｜露台｜早午餐,漢堡｜飯食,開蘭東路上的休閒餐廳，店內有座位，也設有戶外露台，整體空間很放鬆。餐點從搭配肉類的飯食，到海鮮、雞肉、牛肉漢堡都有，想吃得比較有份量或來一頓週末早午餐都很適合。店外牆面的彩繪很有辨識度，也帶著這一帶特有的浪人聚集感。,assets/images/junkfood-lovefood-1.webp｜assets/images/junkfood-lovefood-2.webp｜assets/images/junkfood-lovefood-3.webp｜assets/images/junkfood-lovefood-4.webp
